Avg_Hosp,State,Period,Claim Type,Avg_State,Avg_Nation,Percent_Hosp,Percent_State,Percent_Nation,Avg_State_Category
1.0,5,1,5,3.0,2.0,0.0001,0.0001,0.0001,1.0
3.0,5,1,6,8.0,8.0,0.0001,0.0003,0.0004,1.0
374.0,5,1,7,585.0,585.0,0.0184,0.0262,0.027000000000000003,1.0
0.0,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0
8602.0,5,2,3,10415.0,10139.0,0.423,0.4669,0.46840000000000004,6.0
0.0,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0
9.0,5,2,6,17.0,19.0,0.0005,0.0007000000000000001,0.0009,1.0
1656.0,5,2,7,1651.0,1545.0,0.0814,0.07400000000000001,0.07139999999999999,2.0
955.0,5,3,1,849.0,825.0,0.047,0.0381,0.0381,1.0
142.0,5,3,2,156.0,149.0,0.006999999999999999,0.006999999999999999,0.0069,1.0
2530.0,5,3,3,2641.0,2857.0,0.1244,0.1184,0.132,3.0
450.0,5,3,4,769.0,855.0,0.022099999999999998,0.0345,0.0395,1.0
4254.0,5,3,5,3762.0,3228.0,0.20920000000000002,0.16870000000000002,0.1491,4.0
72.0,5,3,6,88.0,89.0,0.0036,0.0039000000000000003,0.0040999999999999995,1.0
1190.0,5,3,7,1250.0,1174.0,0.058499999999999996,0.055999999999999994,0.0542,2.0
20337.0,5,4,8,22304.0,21646.0,1.0,1.0,1.0,6.0
13.0,5,1,1,13.0,13.0,0.0005,0.0006,0.0006,1.0
1.0,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0
0.0,5,1,3,4.0,7.0,0.0,0.0002,0.0003,1.0
86.0,5,1,4,93.0,152.0,0.0032,0.0042,0.006999999999999999,1.0
1.0,5,1,5,3.0,2.0,0.0,0.0001,0.0001,1.0
6.0,5,1,6,8.0,8.0,0.0002,0.0003,0.0004,1.0
675.0,5,1,7,585.0,585.0,0.025099999999999997,0.0262,0.027000000000000003,1.0
0.0,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0
9784.0,5,2,3,10415.0,10139.0,0.3641,0.4669,0.46840000000000004,6.0
0.0,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0
15.0,5,2,6,17.0,19.0,0.0006,0.0007000000000000001,0.0009,1.0
2318.0,5,2,7,1651.0,1545.0,0.0863,0.07400000000000001,0.07139999999999999,2.0
688.0,5,3,1,849.0,825.0,0.0256,0.0381,0.0381,1.0
144.0,5,3,2,156.0,149.0,0.0054,0.006999999999999999,0.0069,1.0
5356.0,5,3,3,2641.0,2857.0,0.1993,0.1184,0.132,3.0
634.0,5,3,4,769.0,855.0,0.0236,0.0345,0.0395,1.0
5216.0,5,3,5,3762.0,3228.0,0.1941,0.16870000000000002,0.1491,4.0
50.0,5,3,6,88.0,89.0,0.0019,0.0039000000000000003,0.0040999999999999995,1.0
1881.0,5,3,7,1250.0,1174.0,0.07,0.055999999999999994,0.0542,2.0
26870.0,5,4,8,22304.0,21646.0,1.0,1.0,1.0,6.0
0.0,5,1,1,13.0,13.0,0.0,0.0006,0.0006,1.0
0.0,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0
0.0,5,1,3,4.0,7.0,0.0,0.0002,0.0003,1.0
112.0,5,1,4,93.0,152.0,0.004,0.0042,0.006999999999999999,1.0
17.0,5,1,5,3.0,2.0,0.0006,0.0001,0.0001,1.0
0.0,5,1,6,8.0,8.0,0.0,0.0003,0.0004,1.0
581.0,5,1,7,585.0,585.0,0.0208,0.0262,0.027000000000000003,1.0
0.0,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0
8416.0,5,2,3,10415.0,10139.0,0.3015,0.4669,0.46840000000000004,6.0
0.0,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5,2,6,17.0,19.0,0.0,0.0007000000000000001,0.0009,1.0
1648.0,5,2,7,1651.0,1545.0,0.059000000000000004,0.07400000000000001,0.07139999999999999,2.0
322.0,5,3,1,849.0,825.0,0.0115,0.0381,0.0381,1.0
32.0,5,3,2,156.0,149.0,0.0011,0.006999999999999999,0.0069,1.0
5594.0,5,3,3,2641.0,2857.0,0.2004,0.1184,0.132,3.0
817.0,5,3,4,769.0,855.0,0.029300000000000003,0.0345,0.0395,1.0
8431.0,5,3,5,3762.0,3228.0,0.302,0.16870000000000002,0.1491,4.0
56.0,5,3,6,88.0,89.0,0.002,0.0039000000000000003,0.0040999999999999995,1.0
1890.0,5,3,7,1250.0,1174.0,0.0677,0.055999999999999994,0.0542,2.0
27917.0,5,4,8,22304.0,21646.0,1.0,1.0,1.0,6.0
0.0,5,1,1,13.0,13.0,0.0,0.0006,0.0006,1.0
0.0,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0
0.0,5,1,3,4.0,7.0,0.0,0.0002,0.0003,1.0
32.0,5,1,4,93.0,152.0,0.0018,0.0042,0.006999999999999999,1.0
0.0,5,1,5,3.0,2.0,0.0,0.0001,0.0001,1.0
0.0,5,1,6,8.0,8.0,0.0,0.0003,0.0004,1.0
310.0,5,1,7,585.0,585.0,0.0175,0.0262,0.027000000000000003,1.0
0.0,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0
9842.0,5,2,3,10415.0,10139.0,0.5561,0.4669,0.46840000000000004,6.0
0.0,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5,2,6,17.0,19.0,0.0001,0.0007000000000000001,0.0009,1.0
634.0,5,2,7,1651.0,1545.0,0.0358,0.07400000000000001,0.07139999999999999,2.0
589.0,5,3,1,849.0,825.0,0.0333,0.0381,0.0381,1.0
186.0,5,3,2,156.0,149.0,0.0105,0.006999999999999999,0.0069,1.0
2849.0,5,3,3,2641.0,2857.0,0.161,0.1184,0.132,3.0
801.0,5,3,4,769.0,855.0,0.0453,0.0345,0.0395,1.0
1667.0,5,3,5,3762.0,3228.0,0.0942,0.16870000000000002,0.1491,4.0
65.0,5,3,6,88.0,89.0,0.0037,0.0039000000000000003,0.0040999999999999995,1.0
721.0,5,3,7,1250.0,1174.0,0.0407,0.055999999999999994,0.0542,2.0
17698.0,5,4,8,22304.0,21646.0,1.0,1.0,1.0,6.0
0.0,5,1,1,13.0,13.0,0.0,0.0006,0.0006,1.0
0.0,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0
0.0,5,1,3,4.0,7.0,0.0,0.0002,0.0003,1.0
50.0,5,1,4,93.0,152.0,0.0017000000000000001,0.0042,0.006999999999999999,1.0
0.0,5,1,5,3.0,2.0,0.0,0.0001,0.0001,1.0
53.0,5,1,6,8.0,8.0,0.0018,0.0003,0.0004,1.0
522.0,5,1,7,585.0,585.0,0.018000000000000002,0.0262,0.027000000000000003,1.0
0.0,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0
20665.0,5,2,3,10415.0,10139.0,0.7116,0.4669,0.46840000000000004,6.0
0.0,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0
33.0,5,2,6,17.0,19.0,0.0011,0.0007000000000000001,0.0009,1.0
3610.0,5,2,7,1651.0,1545.0,0.1243,0.07400000000000001,0.07139999999999999,2.0
496.0,5,3,1,849.0,825.0,0.0171,0.0381,0.0381,1.0
0.0,5,3,2,156.0,149.0,0.0,0.006999999999999999,0.0069,1.0
1629.0,5,3,3,2641.0,2857.0,0.056100000000000004,0.1184,0.132,3.0
114.0,5,3,4,769.0,855.0,0.0039000000000000003,0.0345,0.0395,1.0
278.0,5,3,5,3762.0,3228.0,0.0096,0.16870000000000002,0.1491,4.0
1096.0,5,3,6,88.0,89.0,0.0377,0.0039000000000000003,0.0040999999999999995,1.0
492.0,5,3,7,1250.0,1174.0,0.0169,0.055999999999999994,0.0542,2.0
29038.0,5,4,8,22304.0,21646.0,1.0,1.0,1.0,6.0
0.0,5,1,1,13.0,13.0,0.0,0.0006,0.0006,1.0
0.0,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0
0.0,5,1,3,4.0,7.0,0.0,0.0002,0.0003,1.0
6.0,5,1,4,93.0,152.0,0.0004,0.0042,0.006999999999999999,1.0
0.0,5,1,5,3.0,2.0,0.0,0.0001,0.0001,1.0
21.0,5,1,6,8.0,8.0,0.0012,0.0003,0.0004,1.0
372.0,5,1,7,585.0,585.0,0.0208,0.0262,0.027000000000000003,1.0
0.0,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0
13038.0,5,2,3,10415.0,10139.0,0.7277,0.4669,0.46840000000000004,6.0
0.0,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0
93.0,5,2,6,17.0,19.0,0.0052,0.0007000000000000001,0.0009,1.0
2195.0,5,2,7,1651.0,1545.0,0.1225,0.07400000000000001,0.07139999999999999,2.0
189.0,5,3,1,849.0,825.0,0.0106,0.0381,0.0381,1.0
0.0,5,3,2,156.0,149.0,0.0,0.006999999999999999,0.0069,1.0
162.0,5,3,3,2641.0,2857.0,0.009000000000000001,0.1184,0.132,3.0
382.0,5,3,4,769.0,855.0,0.0213,0.0345,0.0395,1.0
887.0,5,3,5,3762.0,3228.0,0.0495,0.16870000000000002,0.1491,4.0
4.0,5,3,6,88.0,89.0,0.0002,0.0039000000000000003,0.0040999999999999995,1.0
565.0,5,3,7,1250.0,1174.0,0.0315,0.055999999999999994,0.0542,2.0
17915.0,5,4,8,22304.0,21646.0,1.0,1.0,1.0,6.0
34.0,5,1,1,13.0,13.0,0.0013,0.0006,0.0006,1.0
4.0,5,1,2,0.0,1.0,0.0002,0.0,0.0,0.0
9.0,5,1,3,4.0,7.0,0.0003,0.0002,0.0003,1.0
93.0,5,1,4,93.0,152.0,0.0034000000000000002,0.0042,0.006999999999999999,1.0
8.0,5,1,5,3.0,2.0,0.0003,0.0001,0.0001,1.0
8.0,5,1,6,8.0,8.0,0.0003,0.0003,0.0004,1.0
664.0,5,1,7,585.0,585.0,0.024399999999999998,0.0262,0.027000000000000003,1.0
0.0,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0
9664.0,5,2,3,10415.0,10139.0,0.3547,0.4669,0.46840000000000004,6.0
0.0,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0
12.0,5,2,6,17.0,19.0,0.0005,0.0007000000000000001,0.0009,1.0
1668.0,5,2,7,1651.0,1545.0,0.061200000000000004,0.07400000000000001,0.07139999999999999,2.0
820.0,5,3,1,849.0,825.0,0.0301,0.0381,0.0381,1.0
241.0,5,3,2,156.0,149.0,0.0088,0.006999999999999999,0.0069,1.0
4824.0,5,3,3,2641.0,2857.0,0.177,0.1184,0.132,3.0
589.0,5,3,4,769.0,855.0,0.0216,0.0345,0.0395,1.0
6460.0,5,3,5,3762.0,3228.0,0.2371,0.16870000000000002,0.1491,4.0
58.0,5,3,6,88.0,89.0,0.0021,0.0039000000000000003,0.0040999999999999995,1.0
2090.0,5,3,7,1250.0,1174.0,0.0767,0.055999999999999994,0.0542,2.0
27246.0,5,4,8,22304.0,21646.0,1.0,1.0,1.0,6.0
18.0,5,1,1,13.0,13.0,0.0007000000000000001,0.0006,0.0006,1.0
0.0,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0
3.0,5,1,3,4.0,7.0,0.0001,0.0002,0.0003,1.0
53.0,5,1,4,93.0,152.0,0.002,0.0042,0.006999999999999999,1.0
2.0,5,1,5,3.0,2.0,0.0001,0.0001,0.0001,1.0
15.0,5,1,6,8.0,8.0,0.0006,0.0003,0.0004,1.0
620.0,5,1,7,585.0,585.0,0.0235,0.0262,0.027000000000000003,1.0
0.0,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0
11998.0,5,2,3,10415.0,10139.0,0.455,0.4669,0.46840000000000004,6.0
0.0,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0
16.0,5,2,6,17.0,19.0,0.0006,0.0007000000000000001,0.0009,1.0
1505.0,5,2,7,1651.0,1545.0,0.0571,0.07400000000000001,0.07139999999999999,2.0
595.0,5,3,1,849.0,825.0,0.0225,0.0381,0.0381,1.0
91.0,43,3,2,175.0,149.0,0.0033,0.0075,0.0069,1.0
121.0,5,3,2,156.0,149.0,0.0046,0.006999999999999999,0.0069,1.0
3152.0,5,3,3,2641.0,2857.0,0.1195,0.1184,0.132,3.0
527.0,5,3,4,769.0,855.0,0.02,0.0345,0.0395,1.0
6304.0,5,3,5,3762.0,3228.0,0.2391,0.16870000000000002,0.1491,4.0
179.0,5,3,6,88.0,89.0,0.0068000000000000005,0.0039000000000000003,0.0040999999999999995,1.0
1260.0,5,3,7,1250.0,1174.0,0.0478,0.055999999999999994,0.0542,2.0
26369.0,5,4,8,22304.0,21646.0,1.0,1.0,1.0,6.0
10.0,5,1,1,13.0,13.0,0.0004,0.0006,0.0006,1.0
0.0,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0
0.0,5,1,3,4.0,7.0,0.0,0.0002,0.0003,1.0
54.0,5,1,4,93.0,152.0,0.0022,0.0042,0.006999999999999999,1.0
8.0,5,1,5,3.0,2.0,0.0003,0.0001,0.0001,1.0
7.0,5,1,6,8.0,8.0,0.0003,0.0003,0.0004,1.0
571.0,5,1,7,585.0,585.0,0.0229,0.0262,0.027000000000000003,1.0
0.0,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0
10137.0,5,2,3,10415.0,10139.0,0.4064,0.4669,0.46840000000000004,6.0
0.0,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0
4.0,5,2,6,17.0,19.0,0.0001,0.0007000000000000001,0.0009,1.0
1236.0,5,2,7,1651.0,1545.0,0.0496,0.07400000000000001,0.07139999999999999,2.0
508.0,5,3,1,849.0,825.0,0.0204,0.0381,0.0381,1.0
242.0,5,3,2,156.0,149.0,0.0097,0.006999999999999999,0.0069,1.0
4140.0,5,3,3,2641.0,2857.0,0.166,0.1184,0.132,3.0
741.0,5,3,4,769.0,855.0,0.0297,0.0345,0.0395,1.0
5664.0,5,3,5,3762.0,3228.0,0.2271,0.16870000000000002,0.1491,4.0
163.0,5,3,6,88.0,89.0,0.0066,0.0039000000000000003,0.0040999999999999995,1.0
1455.0,5,3,7,1250.0,1174.0,0.0583,0.055999999999999994,0.0542,2.0
24942.0,5,4,8,22304.0,21646.0,1.0,1.0,1.0,6.0
0.0,5,1,1,13.0,13.0,0.0,0.0006,0.0006,1.0
0.0,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0
0.0,5,1,3,4.0,7.0,0.0,0.0002,0.0003,1.0
105.0,5,1,4,93.0,152.0,0.0064,0.0042,0.006999999999999999,1.0
0.0,5,1,5,3.0,2.0,0.0,0.0001,0.0001,1.0
0.0,5,1,6,8.0,8.0,0.0,0.0003,0.0004,1.0
457.0,5,1,7,585.0,585.0,0.0278,0.0262,0.027000000000000003,1.0
0.0,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0
8803.0,5,2,3,10415.0,10139.0,0.5353,0.4669,0.46840000000000004,6.0
0.0,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5,2,6,17.0,19.0,0.0,0.0007000000000000001,0.0009,1.0
564.0,5,2,7,1651.0,1545.0,0.034300000000000004,0.07400000000000001,0.07139999999999999,2.0
806.0,5,3,1,849.0,825.0,0.049,0.0381,0.0381,1.0
174.0,5,3,2,156.0,149.0,0.0106,0.006999999999999999,0.0069,1.0
1858.0,5,3,3,2641.0,2857.0,0.113,0.1184,0.132,3.0
858.0,5,3,4,769.0,855.0,0.052199999999999996,0.0345,0.0395,1.0
1863.0,5,3,5,3762.0,3228.0,0.1133,0.16870000000000002,0.1491,4.0
38.0,5,3,6,88.0,89.0,0.0023,0.0039000000000000003,0.0040999999999999995,1.0
918.0,5,3,7,1250.0,1174.0,0.0558,0.055999999999999994,0.0542,2.0
16445.0,5,4,8,22304.0,21646.0,1.0,1.0,1.0,6.0
28.0,5,1,1,13.0,13.0,0.0013,0.0006,0.0006,1.0
1.0,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0
0.0,5,1,3,4.0,7.0,0.0,0.0002,0.0003,1.0
45.0,5,1,4,93.0,152.0,0.0021,0.0042,0.006999999999999999,1.0
14.0,5,1,5,3.0,2.0,0.0006,0.0001,0.0001,1.0
5.0,5,1,6,8.0,8.0,0.0003,0.0003,0.0004,1.0
620.0,5,1,7,585.0,585.0,0.0287,0.0262,0.027000000000000003,1.0
0.0,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0
9041.0,5,2,3,10415.0,10139.0,0.4179,0.4669,0.46840000000000004,6.0
0.0,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0
15.0,5,2,6,17.0,19.0,0.0007000000000000001,0.0007000000000000001,0.0009,1.0
1756.0,5,2,7,1651.0,1545.0,0.0812,0.07400000000000001,0.07139999999999999,2.0
899.0,5,3,1,849.0,825.0,0.0416,0.0381,0.0381,1.0
136.0,5,3,2,156.0,149.0,0.0063,0.006999999999999999,0.0069,1.0
2213.0,5,3,3,2641.0,2857.0,0.1023,0.1184,0.132,3.0
541.0,5,3,4,769.0,855.0,0.025,0.0345,0.0395,1.0
4519.0,5,3,5,3762.0,3228.0,0.2089,0.16870000000000002,0.1491,4.0
71.0,5,3,6,88.0,89.0,0.0033,0.0039000000000000003,0.0040999999999999995,1.0
1729.0,5,3,7,1250.0,1174.0,0.0799,0.055999999999999994,0.0542,2.0
21634.0,5,4,8,22304.0,21646.0,1.0,1.0,1.0,6.0
4.0,5,1,1,13.0,13.0,0.0001,0.0006,0.0006,1.0
0.0,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0
2.0,5,1,3,4.0,7.0,0.0001,0.0002,0.0003,1.0
66.0,5,1,4,93.0,152.0,0.0023,0.0042,0.006999999999999999,1.0
14.0,5,1,5,3.0,2.0,0.0005,0.0001,0.0001,1.0
6.0,5,1,6,8.0,8.0,0.0002,0.0003,0.0004,1.0
617.0,5,1,7,585.0,585.0,0.021400000000000002,0.0262,0.027000000000000003,1.0
0.0,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0
7498.0,5,2,3,10415.0,10139.0,0.2595,0.4669,0.46840000000000004,6.0
0.0,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0
5.0,5,2,6,17.0,19.0,0.0002,0.0007000000000000001,0.0009,1.0
2294.0,5,2,7,1651.0,1545.0,0.0794,0.07400000000000001,0.07139999999999999,2.0
168.0,5,3,1,849.0,825.0,0.0058,0.0381,0.0381,1.0
22.0,5,3,2,156.0,149.0,0.0007000000000000001,0.006999999999999999,0.0069,1.0
3165.0,5,3,3,2641.0,2857.0,0.10949999999999999,0.1184,0.132,3.0
376.0,5,3,4,769.0,855.0,0.013000000000000001,0.0345,0.0395,1.0
13001.0,5,3,5,3762.0,3228.0,0.45,0.16870000000000002,0.1491,4.0
19.0,5,3,6,88.0,89.0,0.0007000000000000001,0.0039000000000000003,0.0040999999999999995,1.0
1634.0,5,3,7,1250.0,1174.0,0.056600000000000004,0.055999999999999994,0.0542,2.0
28890.0,5,4,8,22304.0,21646.0,1.0,1.0,1.0,6.0
7.0,5,1,1,13.0,13.0,0.0004,0.0006,0.0006,1.0
0.0,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0
2.0,5,1,3,4.0,7.0,0.0001,0.0002,0.0003,1.0
190.0,5,1,4,93.0,152.0,0.0095,0.0042,0.006999999999999999,1.0
2.0,5,1,5,3.0,2.0,0.0001,0.0001,0.0001,1.0
7.0,5,1,6,8.0,8.0,0.0004,0.0003,0.0004,1.0
500.0,5,1,7,585.0,585.0,0.024900000000000002,0.0262,0.027000000000000003,1.0
0.0,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0
10546.0,5,2,3,10415.0,10139.0,0.5259,0.4669,0.46840000000000004,6.0
0.0,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0
19.0,5,2,6,17.0,19.0,0.0009,0.0007000000000000001,0.0009,1.0
1242.0,5,2,7,1651.0,1545.0,0.061900000000000004,0.07400000000000001,0.07139999999999999,2.0
625.0,5,3,1,849.0,825.0,0.031200000000000002,0.0381,0.0381,1.0
81.0,5,3,2,156.0,149.0,0.004,0.006999999999999999,0.0069,1.0
2175.0,5,3,3,2641.0,2857.0,0.1085,0.1184,0.132,3.0
538.0,5,3,4,769.0,855.0,0.0268,0.0345,0.0395,1.0
3200.0,5,3,5,3762.0,3228.0,0.15960000000000002,0.16870000000000002,0.1491,4.0
68.0,5,3,6,88.0,89.0,0.0034000000000000002,0.0039000000000000003,0.0040999999999999995,1.0
850.0,5,3,7,1250.0,1174.0,0.0424,0.055999999999999994,0.0542,2.0
20054.0,5,4,8,22304.0,21646.0,1.0,1.0,1.0,6.0
0.0,5,1,1,13.0,13.0,0.0,0.0006,0.0006,1.0
0.0,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0
0.0,5,1,3,4.0,7.0,0.0,0.0002,0.0003,1.0
22.0,5,1,4,93.0,152.0,0.0012,0.0042,0.006999999999999999,1.0
0.0,5,1,5,3.0,2.0,0.0,0.0001,0.0001,1.0
36.0,5,1,6,8.0,8.0,0.0019,0.0003,0.0004,1.0
276.0,5,1,7,585.0,585.0,0.015,0.0262,0.027000000000000003,1.0
0.0,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0
12686.0,5,2,3,10415.0,10139.0,0.687,0.4669,0.46840000000000004,6.0
0.0,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0
28.0,5,2,6,17.0,19.0,0.0015,0.0007000000000000001,0.0009,1.0
1848.0,5,2,7,1651.0,1545.0,0.1001,0.07400000000000001,0.07139999999999999,2.0
910.0,5,3,1,849.0,825.0,0.0493,0.0381,0.0381,1.0
0.0,5,3,2,156.0,149.0,0.0,0.006999999999999999,0.0069,1.0
498.0,5,3,3,2641.0,2857.0,0.0269,0.1184,0.132,3.0
153.0,5,3,4,769.0,855.0,0.0083,0.0345,0.0395,1.0
1407.0,5,3,5,3762.0,3228.0,0.0762,0.16870000000000002,0.1491,4.0
27.0,5,3,6,88.0,89.0,0.0014000000000000002,0.0039000000000000003,0.0040999999999999995,1.0
574.0,5,3,7,1250.0,1174.0,0.0311,0.055999999999999994,0.0542,2.0
18465.0,5,4,8,22304.0,21646.0,1.0,1.0,1.0,6.0
0.0,5,1,1,13.0,13.0,0.0,0.0006,0.0006,1.0
0.0,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0
0.0,5,1,3,4.0,7.0,0.0,0.0002,0.0003,1.0
73.0,5,1,4,93.0,152.0,0.0032,0.0042,0.006999999999999999,1.0
0.0,5,1,5,3.0,2.0,0.0,0.0001,0.0001,1.0
1.0,5,1,6,8.0,8.0,0.0,0.0003,0.0004,1.0
581.0,5,1,7,585.0,585.0,0.0253,0.0262,0.027000000000000003,1.0
0.0,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0
13258.0,5,2,3,10415.0,10139.0,0.5783,0.4669,0.46840000000000004,6.0
0.0,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,6,17.0,19.0,0.0,0.0007000000000000001,0.0009,1.0
966.0,5,2,7,1651.0,1545.0,0.0421,0.07400000000000001,0.07139999999999999,2.0
1007.0,5,3,1,849.0,825.0,0.043899999999999995,0.0381,0.0381,1.0
335.0,5,3,2,156.0,149.0,0.0146,0.006999999999999999,0.0069,1.0
1758.0,5,3,3,2641.0,2857.0,0.0767,0.1184,0.132,3.0
1082.0,5,3,4,769.0,855.0,0.0472,0.0345,0.0395,1.0
2795.0,5,3,5,3762.0,3228.0,0.1219,0.16870000000000002,0.1491,4.0
22.0,5,3,6,88.0,89.0,0.001,0.0039000000000000003,0.0040999999999999995,1.0
1052.0,5,3,7,1250.0,1174.0,0.045899999999999996,0.055999999999999994,0.0542,2.0
22928.0,5,4,8,22304.0,21646.0,1.0,1.0,1.0,6.0
0.0,5,1,1,13.0,13.0,0.0,0.0006,0.0006,1.0
0.0,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0
0.0,5,1,3,4.0,7.0,0.0,0.0002,0.0003,1.0
36.0,5,1,4,93.0,152.0,0.0016,0.0042,0.006999999999999999,1.0
0.0,5,1,5,3.0,2.0,0.0,0.0001,0.0001,1.0
11.0,5,1,6,8.0,8.0,0.0005,0.0003,0.0004,1.0
169.0,5,1,7,585.0,585.0,0.0075,0.0262,0.027000000000000003,1.0
0.0,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0
14119.0,5,2,3,10415.0,10139.0,0.6244,0.4669,0.46840000000000004,6.0
0.0,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0
9.0,5,2,6,17.0,19.0,0.0004,0.0007000000000000001,0.0009,1.0
3003.0,5,2,7,1651.0,1545.0,0.1328,0.07400000000000001,0.07139999999999999,2.0
2436.0,5,3,1,849.0,825.0,0.10769999999999999,0.0381,0.0381,1.0
5.0,5,3,2,156.0,149.0,0.0002,0.006999999999999999,0.0069,1.0
1007.0,5,3,3,2641.0,2857.0,0.044500000000000005,0.1184,0.132,3.0
195.0,5,3,4,769.0,855.0,0.0086,0.0345,0.0395,1.0
925.0,5,3,5,3762.0,3228.0,0.0409,0.16870000000000002,0.1491,4.0
87.0,5,3,6,88.0,89.0,0.0039000000000000003,0.0039000000000000003,0.0040999999999999995,1.0
610.0,5,3,7,1250.0,1174.0,0.027000000000000003,0.055999999999999994,0.0542,2.0
22612.0,5,4,8,22304.0,21646.0,1.0,1.0,1.0,6.0
9.0,5,1,1,13.0,13.0,0.0004,0.0006,0.0006,1.0
0.0,5,1,2,0.0,1.0,0.0,0.0,0.0,0.0
10.0,5,1,3,4.0,7.0,0.0005,0.0002,0.0003,1.0
44.0,5,1,4,93.0,152.0,0.0021,0.0042,0.006999999999999999,1.0
2.0,5,1,5,3.0,2.0,0.0001,0.0001,0.0001,1.0
